Age,Gender,City,Position,Total years of experience,Seniority level,Your main technology,Yearly brutto salary in EUR,Main language at work,Company size,Company type
35,Male,Berlin,Software Architect,8,Senior,Java,69000,English,1000+,Product
27,Male,Berlin,Backend Developer,8,Senior,Go,69000,English,1000+,Product
30,Male,Berlin,DevOps,8,Senior,Java,69000,English,1000+,Product
29,Male,Berlin,Fullstack Developer,8,Senior,Javascript / Typescript,69000,English,1000+,Startup
31,Male,Berlin,Business Analyst,8,Senior,SQL,69000,English,1000+,Product
35,Male,Berlin,Mobile Developer,8,Senior,Kotlin,69000,Deutsch,51-100,Product
30,Male,Berlin,Data Scientist,8,Senior,Python,69000,English,1000+,Product
32,Female,Berlin,QA,8,Senior,Python,69000,English,101-1000,Product
30,Male,Berlin,Fullstack Developer,8,Senior,Java,69000,English,101-1000,Product
34,Male,Lingen,Mobile Developer,8,Senior,Kotlin,69000,Deutsch,101-1000,Product
30,Male,Frankfurt,Data Scientist,8,Senior,R,68700,Deutsch,101-1000,Product
28,Male,Berlin,Frontend Developer,8,Lead,Javascript / Typescript,68500,English,101-1000,Product
38,Male,Dresden,Embedded Developer,8,Senior,C++,68500,Deutsch,101-1000,Product
30,Male,Berlin,Backend Developer,8,Senior,Python,68500,English,1000+,Product
25,Male,Berlin,Backend Developer,8,Senior,Rust,68500,English,1000+,Product
34,Male,Munich,Fullstack Developer,8,Lead,Scala,68250,English,101-1000,Product
33,Male,Berlin,Frontend Developer,8,Senior,Javascript / Typescript,68000,English,Nov-50,Startup
30,Male,Berlin,Backend Developer,8,Senior,Javascript / Typescript,68000,Deutsch,Nov-50,Startup
33,Male,Eindhoven,Manager,8,Senior,Not Relevant,68000,English,1000+,Product
30,Male,Amsterdam,Fullstack Developer,8,Senior,.NET,68000,English,51-100,Product
29,Male,Amsterdam,Frontend Developer,8,Senior,Javascript / Typescript,68000,English,1000+,Product
27,Female,Amsterdam,Manager,8,Senior,Not Relevant,68000,English,1000+,Product
30,Male,Wroclaw,Manager,8,Middle,Not Relevant,68000,English,1000+,Outsourcing
29,Male,Amsterdam,QA,8,Senior,Java,68000,English,1000+,Product
30,Male,Gothenburg,Backend Developer,8,Senior,Elixir,68000,English,Nov-50,Product
29,Male,Amsterdam,Backend Developer,8,Senior,Java,68000,English,1000+,Product
30,Female,Zurich,ML Engineer,8,Middle,Java,68000,English,1000+,Product
31,Male,Berlin,Data Scientist,8,Senior,Python,68000,English,1000+,Product
33,Male,Munich,Backend Developer,8,Senior,Java,68000,English,101-1000,Product
30,Female,Amsterdam,Manager,8,Senior,HR,68000,English,1000+,Outsourcing
31,Male,Berlin,DevOps Manager,8,Senior,K8S,68000,English,51-100,Startup
30,Male,Berlin,Backend Developer,8,Middle,Javascript / Typescript,68000,Deutsch,51-100,Product
30,Male,Berlin,Mobile Developer,8,Senior,Swift,68000,English,101-1000,Product
30,Male,Amsterdam,SRE,8,Senior,Kotlin,68000,English,1000+,Product
27,Male,Berlin,Backend Developer,8,Senior,Rust,68000,English,51-100,Startup
33,Male,Amsterdam,Manager,8,Middle,Not Relevant,68000,English,1000+,Product
33,Male,Amsterdam,Researcher,8,Middle,Not Relevant,68000,English,1000+,University
30,Male,Berlin,Data Engineer,7,Middle,SQL,68000,English,101-1000,Product
26,Male,Berlin,Backend Developer,7,Senior,Ruby,68000,English,101-1000,Product
29,Male,Hamburg,Backend Developer,7,Middle,Ruby,68000,English,1000+,Product
28,Female,Berlin,Designer (UI/UX),7,Middle,Figma,68000,German,1000+,Product
29,Male,Berlin,Frontend Developer,7,Senior,React,68000,English,1000+,Product
31,Male,Berlin,Software Engineer,7,Lead,Python,68000,English,101-1000,Startup
32,Male,Munich,Frontend Developer,7,Senior,Javascript / Typescript,68000,German,101-1000,Consulting
29,Male,Munich,Software Engineer,7,Senior,Javascript / Typescript,68000,English,1000+,Product
29,Male,Berlin,DevOps,7,Lead,Kubernetes,68000,English,101-1000,Product
32,Male,Munich,Software Engineer,7,Senior,Android,68000,English,51-100,Product
26,Male,Munich,Backend Developer,7,Senior,Java,68000,English,101-1000,Product
34,Male,Berlin,Frontend Developer,7,Senior,Javascript / Typescript,68000,English,up to 10,Startup
40,Male,Berlin,Frontend Developer,7,Middle,Javascript / Typescript,68000,English,Nov-50,Product
28,Male,Hamburg,Software Engineer,7,Senior,Scala,68000,English,101-1000,Product
31,Female,Munich,QA Engineer,7,Senior,Java,68000,English,1000+,Product
33,Male,Berlin,Software Engineer,7,Senior,Javascript / Typescript,68000,English,1000+,Consulting
36,Male,Berlin,Software Engineer,7,Middle,C++,68000,English,up to 10,Product
29,Male,Berlin,Software Engineer,7,Senior,Python,68000,English,101-1000,Startup
36,Male,Berlin,Engineering Manager,7,Lead,Swift,68000,English,1000+,Product
30,Male,Munich,Software Engineer,7,Senior,C++,68000,English,1000+,Product
27,Male,Berlin,Backend Developer,7,Senior,go,68000,English,Nov-50,Product
25,Male,Stuttgart,Backend Developer,7,Senior,PHP,68000,English,Nov-50,Startup
28,Male,Berlin,Backend Developer,7,Senior,PHP,68000,English,101-1000,Product
30,Male,Berlin,Backend Developer,7,Senior,Ruby,67800,English,Nov-50,Product
31,Male,Berlin,Mobile Developer,7,Senior,iOS,67500,English,1000+,Product
26,Male,Frankfurt,Backend Developer,7,Senior,Java,67500,English,101-1000,Product
29,Male,Munich,Software Engineer,7,Senior,Javascript / Typescript,67500,English,Nov-50,Startup
26,Male,Hamburg,Software Engineer,7,Senior,Javascript / Typescript,67500,German,101-1000,Consulting
31,Male,Düsseldorf,Software Engineer,7,Senior,C++,67500,English,1000+,Product
32,Female,Berlin,Mobile Developer,7,Senior,Kotlin,67473,English,1000+,Product
26,Male,Berlin,Marketing Analyst,7,Middle,SQL,67200,English,101-1000,Startup
30,Male,Hamburg,Frontend Developer,7,Senior,Javascript / Typescript,67200,English,101-1000,Product
29,Male,Tallinn,Mobile Developer,7,Senior,Android,67000,English,101-1000,Startup
39,Male,Berlin,Data Scientist,7,Senior,several,67000,English,101-1000,Startup
32,Male,Munich,Software Engineer,7,Senior,Python,67000,English,Nov-50,Startup
32,Male,Berlin,Frontend Developer,7,Middle,Javascript / Typescript,67000,English,101-1000,Startup
27,Male,Berlin,DevOps,7,Senior,Go,67000,English,101-1000,Startup
32,Male,Berlin,QA Engineer,7,Senior,Swift,67000,English,51-100,Startup
29,Male,Stuttgart,Software Engineer,7,Middle,C++,67000,English,51-100,Product
28,Male,Berlin,Backend Developer,7,Senior,Java,67000,English,101-1000,Product
30,Male,Stockholm,Backend Developer,7,Senior,C++,67000,English,1000+,Product
30,Male,Berlin,Software Engineer,7,Senior,Java,67000,English,1000+,Product
32,Male,Cologne,DevOps,7,Middle,k8s,67000,English,101-1000,Product
28,Male,Frankfurt,Frontend Developer,7,Senior,Javascript / Typescript,67000,English,Nov-50,Startup
28,Male,Karlsruhe,Backend Developer,7,Senior,Java,67000,English,1000+,Product
31,Male,Berlin,ML Engineer,7,Middle,Python,67000,English,1000+,Product
29,Male,Helsinki,Mobile Developer,7,Senior,Kotlin,67000,English,51-100,Consulting
31,Male,Berlin,Software Engineer,7,Lead,Python,67000,English,1000+,Product
28,Male,Berlin,Data Engineer,7,Senior,Python,67000,English,101-1000,Startup
34,Female,Berlin,QA Engineer,7,Senior,Java,67000,English,101-1000,Product
33,Male,Heilbronn,Senior Scrum Master (RTE),7,Lead,C++,67000,German,1000+,Product
30,Male,Berlin,Head of BI,7,Head,Python,67000,English,101-1000,Startup
33,Male,Berlin,Software Engineer,7,Middle,Ruby,67000,English,51-100,Startup
30,Male,Cracow,Business Analyst,7,Senior,SQL,67000,English,51-100,Consulting
30,Female,Stockholm,QA Engineer,7,Senior,Python,67000,English,51-100,Product
30,Male,Berlin,Software Engineer,7,Senior,Python,67000,English,Nov-50,Startup
31,Male,Berlin,Data Analyst,7,Senior,Sql,66800,English,101-1000,Startup
32,Male,Berlin,Data Engineer,7,Senior,Python,66500,English,101-1000,Product
32,Male,Frankfurt,Software Engineer,7,Senior,C,66340,German,51-100,Product
31,Male,Berlin,Software Engineer,7,Senior,Java,66300,English,101-1000,Product
30,Female,Berlin,Software Engineer,7,Senior,Java,66000,English,51-100,Product
25,Male,Munich,Frontend Developer,7,Senior,Javascript,66000,English,101-1000,Consulting
29,Male,Berlin,DevOps,7,Senior,Kubernetes,66000,English,101-1000,Consulting
37,Female,Hamburg,QA Manager,7,Middle,Java,66000,German,101-1000,Product
37,Female,Berlin,Data Scientist,7,Head,Python,66000,English,Nov-50,Startup
28,Male,Berlin,Frontend Developer,7,Middle,Javascript / Typescript,66000,English,101-1000,Product
33,Male,Berlin,Software Engineer,7,Senior,C++,66000,English,1000+,Product
31,Male,Berlin,Backend Developer,7,Senior,Go,66000,English,101-1000,Product
27,Male,Munich,Software Engineer,7,Middle,.NET,66000,English,51-100,Consulting
28,Male,Munich,Software Engineer,7,Middle,Java,66000,English,101-1000,Product
39,Male,Berlin,QA Engineer,7,Senior,Java,66000,English,1000+,Product
34,Male,Zurich,Software Engineer,7,Senior,PHP,66000,English,Nov-50,Startup
26,Male,Saarbrücken,Frontend Developer,7,Middle,Javascript / Typescript,66000,German,101-1000,Product
29,Male,Berlin,Mobile Developer,7,Senior,Kotlin,66000,English,101-1000,Product
27,Male,Berlin,Fullstack Developer,7,Middle,Javascript / Typescript,66000,English,Nov-50,Startup
30,Male,Berlin,Backend Developer,7,Senior,Java,66000,English,101-1000,Startup
28,Male,Hamburg,Backend Developer,7,Senior,PHP,66000,English,101-1000,Product
32,Male,Berlin,DevOps,7,Senior,AWS,66000,English,1000+,Product
31,Male,Berlin,Backend Developer,7,Senior,PHP,66000,English,Nov-50,Product
31,Male,Munich,Frontend Developer,7,Senior,Javascript / Typescript,66000,Deutsch,1000+,Consulting
38,Male,Berlin,DevOps,7,Middle,AWS,66000,English,1000+,Startup
30,Male,Berlin,Frontend Developer,7,Middle,Javascript / Typescript,66000,English,101-1000,Product
29,Male,Berlin,Backend Developer,7,Senior,PHP,66000,English,1000+,Product
30,Male,Berlin,Mobile Developer,7,Senior,Kotlin,66000,English,1000+,Product
46,Male,Berlin,System Administrator,7,Middle,Microsoft,66000,Deutsch,51-100,Consulting
33,Male,Munich,Backend Developer,7,Senior,PHP,66000,English,51-100,Product
28,Male,Berlin,Backend Developer,7,Senior,Java,66000,English,51-100,Startup
29,Male,Krakow,QA,7,Senior,Java,66000,English,101-1000,Product
30,Male,Munich,Frontend Developer,7,Senior,Javascript / Typescript,66000,Deutsch,51-100,Product
27,Male,Berlin,QA,7,Senior,Java,66000,English,51-100,Startup
27,Male,Munich,Backend Developer,7,Middle,PHP,65900,Deutsch,101-1000,Product
29,Male,Berlin,Backend Developer,7,Senior,Python,65600,English,101-1000,Product
35,Male,Munich,Mobile Developer,7,Senior,Kotlin,65400,English,101-1000,Product
27,Male,Moscow,Backend Developer,7,Senior,Go,65000,Russian,101-1000,Startup
28,Male,Berlin,QA,7,Middle,Python,65000,English,101-1000,Outsourcing
29,Male,Munich,Mobile Developer,7,Middle,Swift,65000,English,1000+,Product
33,Male,Karlsruhe,QA,7,Senior,Java,65000,English,1000+,Product
28,Male,Munich,Business Analyst,7,Middle,Javascript / Typescript,65000,English,1000+,Product
30,Female,Berlin,Data Scientist,7,Senior,Python,65000,English,51-100,Startup
31,Female,Frankfurt,Backend Developer,7,Senior,Java,65000,English,Nov-50,Startup
30,Female,Munich,Data Engineer,7,Middle,SQL,65000,English,1000+,Product
28,Male,Munich,Backend Developer,7,Senior,Java,65000,English,1000+,Product
27,Female,Munich,QA,7,Senior,Java,65000,English,1000+,Product
30,Male,Berlin,Backend Developer,7,Lead,Java,65000,English,1000+,Product
30,Male,Berlin,Data Scientist,7,Senior,R,65000,English,51-100,Startup
29,Female,Berlin,Product Manager,7,Middle,Not Relevant,65000,English,101-1000,Product
34,Male,Munich,Manager,7,Middle,Not Relevant,65000,English,101-1000,Product
28,Female,London,Data Scientist,7,Senior,Python,65000,English,1000+,Consulting
38,Male,Berlin,Backend Developer,7,Senior,Java,65000,English,101-1000,Startup
30,Male,Berlin,ML Engineer,7,Senior,Python,65000,English,1000+,Product
35,Male,Berlin,Business Analyst,7,Middle,SQL,65000,English,101-1000,Startup
32,Female,Berlin,Mobile Developer,7,Middle,Kotlin,65000,English,1000+,Product
29,Male,Berlin,Backend Developer,7,Middle,Go,65000,English,101-1000,Product
28,Male,Berlin,Backend Developer,7,Senior,Java,65000,English,101-1000,Product
27,Male,Munich,Data Scientist,7,Senior,Python,65000,English,101-1000,Product
42,Male,Munich,DevOps,7,Middle,AWS,65000,English,101-1000,Product
30,Female,Stuttgart,SAP Consultant,7,Senior,Not Relevant,65000,Deutsch,101-1000,Product
30,Female,Berlin,Manager,7,Senior,Not Relevant,65000,English,1000+,Product
35,Male,Berlin,Manager,7,Middle,R,65000,English,101-1000,Product
30,Female,Berlin,Software Engineer,7,Middle,AWS,65000,English,1000+,Product
27,Male,Berlin,Frontend Developer,7,Senior,Javascript / Typescript,65000,English,Nov-50,Product
30,Male,Frankfurt,Data Scientist,7,Middle,R,65000,Deutsch,1000+,Product
30,Female,Berlin,Cloud Engineer,7,Middle,AWS,65000,English,1000+,Product
30,Male,Berlin,Backend Developer,7,Senior,Python,65000,English,51-100,Startup
30,Female,Amsterdam,Backend Developer,7,Middle,Python,65000,English,Nov-50,Startup
35,Male,Amsterdam,Backend Developer,7,Senior,Python,65000,English,51-100,Product
36,Male,Berlin,Fullstack Developer,7,Senior,.NET,65000,English,51-100,Startup
35,Male,Amsterdam,DevOps,7,Lead,AWS,65000,English,1000+,Outsourcing
32,Male,Düsseldorf,Data Engineer,7,Senior,Python,65000,English,1000+,Product
29,Male,Berlin,Data Scientist,7,Senior,Python,65000,English,1000+,Product
31,Male,Frankfurt,Backend Developer,7,Middle,Java,65000,English,1000+,Product
26,Male,Limassol,QA,7,Senior,Not Relevant,65000,Russian,51-100,Product
28,Male,Berlin,Backend Developer,7,Senior,C++,65000,English,1000+,Product
30,Male,Düsseldorf,SRE,7,Senior,Go,65000,English,1000+,Product
28,Male,Berlin,Backend Developer,7,Senior,Kotlin,65000,English,1000+,Product
25,Male,Amsterdam,Backend Developer,7,Middle,Java,65000,English,1000+,Product
28,Male,Lausanne,Researcher,7,Junior,C++,65000,English,101-1000,University
30,Male,Berlin,Mobile Developer,7,Senior,Objective-C,65000,English,51-100,Product
30,Female,Berlin,Backend Developer,7,Middle,Java,65000,English,1000+,Product
28,Female,Berlin,Mobile Developer,7,Senior,Kotlin,65000,English,101-1000,Product
30,Male,Berlin,Backend Developer,7,Senior,Java,65000,Deutsch,101-1000,Consulting
29,Male,Berlin,QA,7,Middle,Not Relevant,65000,English,101-1000,Consulting
32,Female,Amsterdam,Business Analyst,7,Senior,Not Relevant,65000,English,1000+,Product
28,Male,Amsterdam,Security Engineer,7,Senior,Not Relevant,65000,English,1000+,Bank
37,Male,Berlin,Frontend Developer,6,Middle,Javascript / Typescript,65000,English,Nov-50,Product
24,Male,Berlin,DevOps,6,Senior,Kubernetes,65000,English,101-1000,Product
37,Male,Berlin,Test manager,6,Middle,Charles,65000,German,1000+,Media
29,Male,Berlin,Software Engineer,6,Lead,Go,65000,English,101-1000,Product
30,Male,Berlin,Software Engineer,6,Senior,Java,65000,English,1000+,Product
29,Male,Konstanz area,Mobile Developer,6,Middle,android,65000,English,Nov-50,Startup
26,Female,Munich,Data Scientist,6,Middle,Python,65000,English,1000+,Product
31,Female,Berlin,Analytics engineer,6,Middle,SQL,65000,English,101-1000,Startup
38,Female,Munich,QA Engineer,6,Middle,Java,65000,English,1000+,Product
33,Male,Frankfurt,Solution Architect,6,Middle,Python,65000,English,1000+,Product
30,Male,Berlin,QA Engineer,6,Middle,Javascript / Typescript,65000,English,101-1000,Product
28,Male,Berlin,Software Engineer,6,Senior,Java,65000,English,Nov-50,Startup
33,Male,Berlin,Mobile Developer,6,Middle,Swift,65000,English,101-1000,Product
30,Male,Munich,Frontend Developer,6,Senior,Javascript / Typescript,65000,English,51-100,Product
30,Male,Berlin,Backend Developer,6,Senior,Ruby,65000,English,101-1000,Product
33,Female,Berlin,QA Engineer,6,Middle,Java,65000,English,101-1000,Startup
28,Male,Munich,Backend Developer,6,Senior,Java,65000,English,101-1000,Consulting
26,Male,Berlin,Mobile Developer,6,Senior,Kotlin,65000,English,101-1000,Product
38,Male,Frankfurt,Data Center Manager,6,Work Center Manager,DC Management,65000,English,1000+,Product
25,Male,Berlin,Software Engineer,6,Middle,Java,65000,English,1000+,Big commercial
35,Male,Berlin,Backend Developer,6,Senior,Java,65000,English,51-100,Product
26,Female,Berlin,Software Engineer,6,Senior,.NET,65000,English,101-1000,Product
29,Female,Stuttgart,QA Engineer,6,Middle,Javascript / Typescript,65000,English,101-1000,Product
30,Female,Frankfurt,QA Engineer,6,Senior,Bash,65000,German,1000+,Bank
33,Male,Mannheim,Software Engineer,6,Middle,C#,65000,English,51-100,Startup
45,Female,Frankfurt,Data Analyst,6,Senior,T-SQL,65000,English,Nov-50,Product
34,Male,Berlin,DevOps,6,Middle,Java,65000,German,1000+,Media
30,Male,Hamburg,Software Engineer,6,Middle,.NET,65000,English,101-1000,Product
28,Male,Berlin,SRE,6,Middle,Kubernetes,65000,English,1000+,Product
25,Male,Berlin,Solutions Architect,6,Middle,Apache Spark,65000,English,1000+,Product
34,Female,Berlin,QA Engineer,6,Senior,Ruby,65000,English,1000+,Product
33,Female,Berlin,Software Engineer,6,Middle,Java,65000,English,1000+,Startup
28,Male,Berlin,Software Engineer,6,Middle,PHP,65000,English,101-1000,E-commerce
27,Male,Berlin,Software Engineer,6,Middle,Java,65000,English,1000+,Product
35,Male,Frankfurt,Frontend Developer,6,Senior,Javascript / Typescript,65000,English,Nov-50,Product
25,Male,Berlin,Software Engineer,6,Middle,Java,65000,English,1000+,e-commerce
32,Male,Berlin,Software Engineer,6,Middle,PHP,65000,German,1000+,Product
37,Male,Berlin,QA Engineer,6,Middle,Java,65000,English,101-1000,SaaS
27,Male,Berlin,ML Engineer,6,Middle,Python,65000,English,1000+,Product
39,Male,Berlin,Software Engineer,6,Senior,PHP,65000,English,101-1000,Product
30,Female,Berlin,Data Scientist,6,Senior,Python,65000,English,1000+,Product
28,Female,Berlin,Data Scientist,6,Senior,sql,65000,English,1000+,Product
31,Male,Boeblingen,QA Engineer,6,Senior,Python,65000,English,1000+,Consulting
32,Female,Berlin,Software Engineer,6,Lead,Java,65000,English,101-1000,Startup
31,Male,Frankfurt,Data Scientist,6,Senior,Python,65000,English,51-100,Consulting
33,Female,Berlin,Designer (UI/UX),6,Middle,Sketch,65000,English,51-100,Product
30,Male,Paderborn,Data Scientist,6,Junior,Python,65000,German,101-1000,Product
28,Male,Munich,Software Engineer,6,Middle,C++,65000,English,101-1000,Product
25,Male,Berlin,Software Engineer,6,Senior,Javascript / Typescript,65000,English,1000+,Product
29,Male,Düsseldorf,Frontend Developer,6,Middle,Javascript / Typescript,65000,German,Nov-50,Product
30,Male,Berlin,Data Engineer,6,Middle,Python,65000,English,1000+,Product
28,Male,Berlin,Mobile Developer,6,Middle,Android,65000,English,1000+,Product
30,Male,Berlin,Frontend Developer,6,Senior,Javascript / Typescript,65000,English,1000+,Product
25,Male,Berlin,Backend Developer,6,Senior,Go,65000,English,101-1000,Startup
29,Male,Berlin,Software Engineer,6,Middle,Swift,65000,English,1000+,Product
34,Male,Berlin,Data Scientist,6,Senior,Python,65000,English,1000+,Product
28,Male,Berlin,Data Engineer,6,Middle,Python,65000,English,1000+,Product
28,Male,Berlin,Fullstack Developer,6,Senior,Javascript / Typescript,65000,English,Nov-50,Startup
31,Male,Minsk,Frontend Developer,6,Senior,Javascript / Typescript,65000,English,Nov-50,Product
26,Female,Moscow,Frontend Developer,6,Senior,Javascript / Typescript,65000,Russian,101-1000,Product
28,Male,Warsaw,Software Engineer,6,Middle,C#,65000,English,51-100,Consulting
29,Male,Munich,Data Analyst,6,Middle,Python,65000,English,101-1000,Product
35,Male,Berlin,Frontend Developer,6,Middle,Javascript / Typescript,65000,English,1000+,Product
27,Male,Berlin,Data Engineer,6,Middle,Python,65000,English,1000+,Product
34,Male,Stuttgart,Software Engineer,6,Head,C++,65000,German,1000+,Product
33,Female,Brunswick,Software Engineer,6,Middle,C++,65000,German,1000+,Product
26,Male,Berlin,Backend Developer,6,Senior,Go,65000,English,1000+,Product
29,Male,Berlin,Data Scientist,6,Middle,Python,65000,English,up to 10,Startup
35,Male,Frankfurt,Manager,6,Head,C,65000,English,1000+,Product
27,Female,Munich,Backend Developer,6,Senior,Java,65000,English,101-1000,Product
29,Male,Berlin,AI Management,6,Head,Python,65000,German,1000+,Product
31,Male,Berlin,Software Engineer,6,Senior,Kotlin,65000,English,1000+,Product
35,Male,Berlin,Data Engineer,6,Senior,Java,65000,English,Nov-50,Startup
36,Male,Berlin,Frontend Developer,6,Middle,Javascript / Typescript,65000,English,101-1000,Product
30,Male,Berlin,ML Engineer,6,Middle,Python,65000,English,51-100,Startup
29,Male,Karlsruhe,DevOps,6,Senior,PHP,65000,English,Nov-50,Startup
25,Male,Berlin,Software Engineer,6,Middle,Scala,65000,English,1000+,Product
28,Male,Berlin,Data Scientist,6,Lead,Python,64800,English,51-100,Consulting
28,Male,Zurich,Software Engineer,6,Middle,C++,64800,German,Nov-50,Product
36,Male,Prefer not to say,ML Engineer,6,Senior,Python,64000,English,101-1000,Startup
26,Male,Munich,Software Engineer,6,Senior,Javascript / Typescript,64000,English,Nov-50,Startup
31,Male,Hamburg,Data Scientist,6,Middle,Python,64000,German,1000+,Product
31,Male,Munich,DevOps,6,Middle,NodeJS,64000,English,51-100,Consulting
32,Male,Copenhagen,Data Scientist,6,Senior,Python,64000,English,up to 10,Startup
27,Male,Munich,QA Engineer,6,Middle,Python,64000,English,1000+,Product
29,Male,Berlin,Software Engineer,6,Senior,Python,64000,English,1000+,Product
29,Female,Berlin,Project Manager,6,Middle,Web,64000,English,101-1000,Startup
38,Male,Berlin,Data Scientist,6,Lead,Python,64000,English,1000+,Product
29,Male,Munich,Data Scientist,6,Middle,SQL,64000,English,1000+,Product
34,Male,Berlin,Frontend Developer,6,Middle,Javascript / Typescript,64000,English,101-1000,Startup
30,Male,Berlin,Backend Developer,6,Senior,PHP,64000,English,101-1000,Product
23,Male,Berlin,DevOps,6,Senior,AWS,64000,English,Nov-50,Startup
31,Male,Berlin,Mobile Developer,6,Middle,Swift,64000,English,101-1000,Product
31,Male,Berlin,Data Scientist,6,Senior,Python,64000,English,1000+,Product
30,Male,Berlin,Data Scientist,6,Senior,Python,64000,English,1000+,Product
28,Male,Berlin,ML Engineer,6,Middle,Python,64000,English,101-1000,Startup
30,Male,Berlin,Data Scientist,6,Lead,Python,64000,English,1000+,Startup
26,Male,Munich,QA,6,Middle,Python,63700,English,1000+,Product
30,Male,Munich,Backend Developer,6,Middle,Java,63600,English,101-1000,Product
30,Female,Munich,QA,6,Senior,Java,63600,Deutsch,51-100,Consulting
38,Male,Berlin,Backend Developer,6,Senior,Java,63600,English,1000+,Product
29,Male,Munich,QA,6,Senior,Javascript / Typescript,63600,English,101-1000,Product
25,Male,Frankfurt,Backend Developer,6,Senior,Java,63500,English,101-1000,Product
35,Male,Munich,Software Architect,6,Senior,.NET,63400,Deutsch,101-1000,Consulting
35,Male,Düsseldorf,Backend Developer,6,Middle,.NET,63000,English,Nov-50,Outsourcing
31,Male,Stuttgart,Mobile Developer,6,Middle,Javascript / Typescript,63000,Deutsch,1000+,Product
30,Male,Hamburg,Data Scientist,6,Senior,Python,63000,English,101-1000,Startup
30,Male,Berlin,Backend Developer,6,Senior,Python,63000,Russian,101-1000,Startup
27,Male,Berlin,Manager,6,Senior,Python,63000,English,101-1000,Startup
28,Male,Berlin,Backend Developer,6,Senior,Ruby,63000,English,101-1000,Startup
30,Male,Berlin,Data Scientist,6,Senior,Python,63000,English,51-100,Startup
27,Male,Berlin,DevOps,6,Middle,AWS,63000,English,1000+,Product
37,Male,Berlin,QA,6,Middle,Java,63000,English,51-100,Product
30,Male,Berlin,Data Scientist,6,Senior,Python,63000,Deutsch,101-1000,Product
30,Male,Hamburg,Data Scientist,6,Senior,Python,63000,English,101-1000,Product
31,Male,Berlin,Data Engineer,6,Senior,Python,63000,English,101-1000,Product
26,Male,Berlin,Backend Developer,6,Middle,Java,63000,English,1000+,Product
34,Male,Berlin,Backend Developer,6,Senior,Python,63000,Deutsch,51-100,Product
30,Male,Berlin,Fullstack Developer,6,Senior,Javascript / Typescript,63000,English,Nov-50,Product
30,Male,Berlin,Data Scientist,6,Senior,Python,63000,English,101-1000,Startup
26,Male,Frankfurt,Frontend Developer,6,Middle,Javascript / Typescript,63000,Deutsch,101-1000,Product
28,Male,Berlin,DevOps,6,Senior,AWS,63000,English,51-100,Product
33,Male,Zurich,Backend Developer,6,Senior,Java,63000,Deutsch,101-1000,Consulting
27,Male,Berlin,Backend Developer,6,Senior,Java,63000,English,101-1000,Product
30,Male,Berlin,ML Engineer,6,Senior,Python,63000,Deutsch,1000+,Product
28,Female,Berlin,Backend Developer,6,Senior,Ruby,63000,English,Nov-50,Product
27,Female,Berlin,Cloud Engineer,6,Middle,AWS,63000,English,1000+,Product
27,Male,Berlin,"CTO (CEO, CFO)",6,Head,Python,63000,English,Nov-50,Startup
34,Male,Berlin,Product Manager,6,Middle,Not Relevant,63000,English,1000+,Product
30,Female,Berlin,Manager,6,Middle,Python,63000,English,1000+,Product
35,Male,Stuttgart,Backend Developer,6,Senior,PHP,63000,English,101-1000,Product
28,Male,Amsterdam,DevOps,6,Middle,Python,63000,English,51-100,Startup
30,Male,Eindhoven,Backend Developer,6,Senior,Python,63000,English,101-1000,Product
30,Male,Leeuwarden,Backend Developer,6,Senior,Java,63000,English,101-1000,Product
27,Male,Stuttgart,Fullstack Developer,6,Senior,Javascript / Typescript,62500,English,up to 10,Product
30,Male,Berlin,Data Scientist,6,Senior,R,62500,English,101-1000,Startup
30,Male,Amsterdam,System Administrator,6,Middle,Not Relevant,62500,English,1000+,Product
26,Male,Amsterdam,DevOps,6,Senior,Not Relevant,62400,English,1000+,Product
28,Male,Amsterdam,SAP Consultant,6,Senior,Not Relevant,62000,English,1000+,Consulting
33,Male,Zurich,Backend Developer,6,Senior,PHP,62000,English,51-100,Product
30,Female,Berlin,Business Analyst,6,Senior,Python,62000,English,1000+,Product
29,Male,Stockholm,Backend Developer,6,Senior,C++,62000,English,1000+,Product
28,Male,Frankfurt,Data Scientist,6,Senior,R,62000,Deutsch,101-1000,Startup
28,Male,Amsterdam,QA,6,Senior,Javascript / Typescript,62000,English,101-1000,Product
26,Male,Munich,Backend Developer,6,Middle,Javascript / Typescript,62000,Deutsch,51-100,Consulting
25,Female,Berlin,Fullstack Developer,6,Senior,.NET,62000,English,101-1000,Product
33,Female,Berlin,Backend Developer,6,Senior,PHP,62000,English,101-1000,Product
28,Male,Würzburg,Fullstack Developer,6,Middle,Javascript / Typescript,62000,Deutsch,Nov-50,Startup
30,Male,Zurich,SRE,6,Middle,Python,62000,English,1000+,Product
30,Male,Amsterdam,Mobile Developer,6,Senior,Kotlin,62000,English,1000+,Product
40,Male,Berlin,Backend Developer,6,Middle,Java,62000,English,1000+,Product
25,Male,Berlin,Backend Developer,6,Lead,Go,62000,English,101-1000,Product
29,Female,Berlin,Backend Developer,6,Middle,Java,62000,English,101-1000,Product
28,Male,Moscow,Fullstack Developer,6,Lead,PHP,62000,Russian,101-1000,Product
25,Male,Amsterdam,Backend Developer,6,Senior,Javascript / Typescript,62000,English,101-1000,Product
44,Female,Munich,SAP Consultant,6,Middle,ABAP,62000,Deutsch,Nov-50,Consulting
26,Male,Münster,Data Scientist,2,Junior,Python,62000,German,1000+,Product
